"Tabela 9542 - Pessoas de 15 anos ou mais de idade, total e as alfabetizadas, por sexo, cor ou raça e grupos de idade"
"Variável - Pessoas de 15 anos ou mais de idade (Pessoas)"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"Ano x Alfabetização x Sexo"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"2022"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"Total";;;"Alfabetizadas";;;"Não alfabetizadas"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"21";"Maranhão";"Branca";"65 anos ou mais";"133842";"57999";"75843";"87713";"37273";"50440";"46129";"20726";"25403"
"21";"Maranhão";"Preta";"Total";"717933";"370674";"347259";"579376";"292085";"287291";"138557";"78589";"59968"
"21";"Maranhão";"Preta";"15 a 19 anos";"64016";"34546";"29470";"61899";"32922";"28977";"2117";"1624";"493"
"21";"Maranhão";"Preta";"20 a 24 anos";"68656";"36424";"32232";"66342";"34755";"31587";"2314";"1669";"645"
"21";"Maranhão";"Preta";"25 a 34 anos";"138785";"72484";"66301";"131869";"67561";"64308";"6916";"4923";"1993"
"21";"Maranhão";"Preta";"35 a 44 anos";"147581";"77451";"70130";"128968";"65310";"63658";"18613";"12141";"6472"
"21";"Maranhão";"Preta";"45 a 54 anos";"114330";"59185";"55145";"87845";"42910";"44935";"26485";"16275";"10210"
"21";"Maranhão";"Preta";"55 a 64 anos";"90387";"44933";"45454";"58332";"27816";"30516";"32055";"17117";"14938"
"21";"Maranhão";"Preta";"65 anos ou mais";"94178";"45651";"48527";"44121";"20811";"23310";"50057";"24840";"25217"
"21";"Maranhão";"Amarela";"Total";"5453";"2255";"3198";"4819";"1950";"2869";"634";"305";"329"
"21";"Maranhão";"Amarela";"15 a 19 anos";"575";"235";"340";"564";"228";"336";"11";"7";"4"
"21";"Maranhão";"Amarela";"20 a 24 anos";"579";"251";"328";"570";"242";"328";"9";"9";"-"
"21";"Maranhão";"Amarela";"25 a 34 anos";"1243";"504";"739";"1214";"484";"730";"29";"20";"9"
"21";"Maranhão";"Amarela";"35 a 44 anos";"1162";"439";"723";"1076";"399";"677";"86";"40";"46"
"21";"Maranhão";"Amarela";"45 a 54 anos";"711";"282";"429";"600";"231";"369";"111";"51";"60"
"21";"Maranhão";"Amarela";"55 a 64 anos";"540";"247";"293";"385";"182";"203";"155";"65";"90"
"21";"Maranhão";"Amarela";"65 anos ou mais";"643";"297";"346";"410";"184";"226";"233";"113";"120"
"21";"Maranhão";"Parda";"Total";"3352006";"1620941";"1731065";"2846680";"1341900";"1504780";"505326";"279041";"226285"
"21";"Maranhão";"Parda";"15 a 19 anos";"427039";"217328";"209711";"415405";"208877";"206528";"11634";"8451";"3183"
"21";"Maranhão";"Parda";"20 a 24 anos";"387578";"191348";"196230";"376370";"183521";"192849";"11208";"7827";"3381"
"21";"Maranhão";"Parda";"25 a 34 anos";"695751";"332279";"363472";"663723";"310792";"352931";"32028";"21487";"10541"
"21";"Maranhão";"Parda";"35 a 44 anos";"684439";"329432";"355007";"604184";"280580";"323604";"80255";"48852";"31403"
"21";"Maranhão";"Parda";"45 a 54 anos";"471209";"227739";"243470";"370935";"169647";"201288";"100274";"58092";"42182"
"21";"Maranhão";"Parda";"55 a 64 anos";"344970";"161591";"183379";"237775";"106232";"131543";"107195";"55359";"51836"
"21";"Maranhão";"Parda";"65 anos ou mais";"341020";"161224";"179796";"178288";"82251";"96037";"162732";"78973";"83759"
"21";"Maranhão";"Indígena";"Total";"31974";"15726";"16248";"23133";"11908";"11225";"8841";"3818";"5023"
"21";"Maranhão";"Indígena";"15 a 19 anos";"6012";"3045";"2967";"5361";"2734";"2627";"651";"311";"340"
"21";"Maranhão";"Indígena";"20 a 24 anos";"5115";"2583";"2532";"4475";"2294";"2181";"640";"289";"351"
"21";"Maranhão";"Indígena";"25 a 34 anos";"7114";"3544";"3570";"5678";"2917";"2761";"1436";"627";"809"
"21";"Maranhão";"Indígena";"35 a 44 anos";"5477";"2678";"2799";"3649";"1918";"1731";"1828";"760";"1068"
"21";"Maranhão";"Indígena";"45 a 54 anos";"3382";"1663";"1719";"1992";"1056";"936";"1390";"607";"783"
"21";"Maranhão";"Indígena";"55 a 64 anos";"2084";"1001";"1083";"1085";"559";"526";"999";"442";"557"
"21";"Maranhão";"Indígena";"65 anos ou mais";"2790";"1212";"1578";"893";"430";"463";"1897";"782";"1115"
"22";"Piauí";"Total";"Total";"2589265";"1252442";"1336823";"2143217";"1006760";"1136457";"446048";"245682";"200366"
"22";"Piauí";"Total";"15 a 19 anos";"257358";"131514";"125844";"250898";"126778";"124120";"6460";"4736";"1724"
"22";"Piauí";"Total";"20 a 24 anos";"258937";"130264";"128673";"251973";"125299";"126674";"6964";"4965";"1999"
"22";"Piauí";"Total";"25 a 34 anos";"488240";"239750";"248490";"465774";"224174";"241600";"22466";"15576";"6890"
"22";"Piauí";"Total";"35 a 44 anos";"514620";"250476";"264144";"452073";"210307";"241766";"62547";"40169";"22378"
"22";"Piauí";"Total";"45 a 54 anos";"400563";"193115";"207448";"314847";"141524";"173323";"85716";"51591";"34125"
"22";"Piauí";"Total";"55 a 64 anos";"320793";"150157";"170636";"225017";"98635";"126382";"95776";"51522";"44254"
"22";"Piauí";"Total";"65 anos ou mais";"348754";"157166";"191588";"182635";"80043";"102592";"166119";"77123";"88996"
"22";"Piauí";"Branca";"Total";"573721";"270295";"303426";"494471";"228618";"265853";"79250";"41677";"37573"
"22";"Piauí";"Branca";"15 a 19 anos";"58168";"28539";"29629";"56891";"27691";"29200";"1277";"848";"429"
"22";"Piauí";"Branca";"20 a 24 anos";"57549";"28553";"28996";"56244";"27683";"28561";"1305";"870";"435"
"22";"Piauí";"Branca";"25 a 34 anos";"104773";"51873";"52900";"100728";"49208";"51520";"4045";"2665";"1380"
"22";"Piauí";"Branca";"35 a 44 anos";"107756";"51384";"56372";"97724";"45031";"52693";"10032";"6353";"3679"
"22";"Piauí";"Branca";"45 a 54 anos";"86562";"40212";"46350";"72572";"31871";"40701";"13990";"8341";"5649"
"22";"Piauí";"Branca";"55 a 64 anos";"70979";"32358";"38621";"55243";"24058";"31185";"15736";"8300";"7436"
"22";"Piauí";"Branca";"65 anos ou mais";"87934";"37376";"50558";"55069";"23076";"31993";"32865";"14300";"18565"
"22";"Piauí";"Preta";"Total";"345853";"180918";"164935";"268335";"136429";"131906";"77518";"44489";"33029"
"22";"Piauí";"Preta";"15 a 19 anos";"26907";"14592";"12315";"26066";"13932";"12134";"841";"660";"181"
"22";"Piauí";"Preta";"20 a 24 anos";"32214";"17234";"14980";"31186";"16456";"14730";"1028";"778";"250"
"22";"Piauí";"Preta";"25 a 34 anos";"62886";"33530";"29356";"59452";"31028";"28424";"3434";"2502";"932"
"22";"Piauí";"Preta";"35 a 44 anos";"70284";"37724";"32560";"59967";"30822";"29145";"10317";"6902";"3415"
"22";"Piauí";"Preta";"45 a 54 anos";"57669";"30768";"26901";"42641";"21226";"21415";"15028";"9542";"5486"
"22";"Piauí";"Preta";"55 a 64 anos";"46238";"23447";"22791";"28580";"13527";"15053";"17658";"9920";"7738"
"22";"Piauí";"Preta";"65 anos ou mais";"49655";"23623";"26032";"20443";"9438";"11005";"29212";"14185";"15027"
"22";"Piauí";"Amarela";"Total";"2656";"1108";"1548";"2133";"852";"1281";"523";"256";"267"
"22";"Piauí";"Amarela";"15 a 19 anos";"218";"88";"130";"213";"83";"130";"5";"5";"-"
"22";"Piauí";"Amarela";"20 a 24 anos";"284";"118";"166";"281";"115";"166";"3";"3";"-"
"22";"Piauí";"Amarela";"25 a 34 anos";"500";"207";"293";"478";"188";"290";"22";"19";"3"
"22";"Piauí";"Amarela";"35 a 44 anos";"478";"195";"283";"417";"165";"252";"61";"30";"31"
"22";"Piauí";"Amarela";"45 a 54 anos";"411";"164";"247";"294";"104";"190";"117";"60";"57"
"22";"Piauí";"Amarela";"55 a 64 anos";"341";"151";"190";"226";"95";"131";"115";"56";"59"
"22";"Piauí";"Amarela";"65 anos ou mais";"424";"185";"239";"224";"102";"122";"200";"83";"117"
"22";"Piauí";"Parda";"Total";"1662037";"797658";"864379";"1374346";"638956";"735390";"287691";"158702";"128989"
"22";"Piauí";"Parda";"15 a 19 anos";"171518";"88024";"83494";"167206";"84818";"82388";"4312";"3206";"1106"
"22";"Piauí";"Parda";"20 a 24 anos";"168364";"84075";"84289";"163770";"80779";"82991";"4594";"3296";"1298"
"22";"Piauí";"Parda";"25 a 34 anos";"319259";"153711";"165548";"304354";"143362";"160992";"14905";"10349";"4556"
"22";"Piauí";"Parda";"35 a 44 anos";"335150";"160719";"174431";"293193";"133930";"159263";"41957";"26789";"15168"
"22";"Piauí";"Parda";"45 a 54 anos";"255127";"121571";"133556";"198757";"88046";"110711";"56370";"33525";"22845"
"22";"Piauí";"Parda";"55 a 64 anos";"202574";"93873";"108701";"140531";"60743";"79788";"62043";"33130";"28913"
"22";"Piauí";"Parda";"65 anos ou mais";"210045";"95685";"114360";"106535";"47278";"59257";"103510";"48407";"55103"
"22";"Piauí";"Indígena";"Total";"4948";"2432";"2516";"3891";"1880";"2011";"1057";"552";"505"
"22";"Piauí";"Indígena";"15 a 19 anos";"542";"267";"275";"518";"251";"267";"24";"16";"8"
"22";"Piauí";"Indígena";"20 a 24 anos";"519";"280";"239";"485";"262";"223";"34";"18";"16"
"22";"Piauí";"Indígena";"25 a 34 anos";"811";"422";"389";"751";"381";"370";"60";"41";"19"
"22";"Piauí";"Indígena";"35 a 44 anos";"947";"451";"496";"767";"356";"411";"180";"95";"85"
"22";"Piauí";"Indígena";"45 a 54 anos";"787";"394";"393";"578";"273";"305";"209";"121";"88"
"22";"Piauí";"Indígena";"55 a 64 anos";"655";"324";"331";"432";"209";"223";"223";"115";"108"
"22";"Piauí";"Indígena";"65 anos ou mais";"687";"294";"393";"360";"148";"212";"327";"146";"181"
"23";"Ceará";"Total";"Total";"6992522";"3336184";"3656338";"6005313";"2786335";"3218978";"987209";"549849";"437360"
"23";"Ceará";"Total";"15 a 19 anos";"648812";"330466";"318346";"635970";"321581";"314389";"12842";"8885";"3957"
"23";"Ceará";"Total";"20 a 24 anos";"701679";"351598";"350081";"686543";"341314";"345229";"15136";"10284";"4852"
"23";"Ceará";"Total";"25 a 34 anos";"1419106";"689597";"729509";"1367726";"654752";"712974";"51380";"34845";"16535"
"23";"Ceará";"Total";"35 a 44 anos";"1368108";"657588";"710520";"1244558";"580286";"664272";"123550";"77302";"46248"
"23";"Ceará";"Total";"45 a 54 anos";"1084365";"513948";"570417";"884076";"394736";"489340";"200289";"119212";"81077"
"23";"Ceará";"Total";"55 a 64 anos";"857893";"396058";"461835";"636345";"273924";"362421";"221548";"122134";"99414"
"23";"Ceará";"Total";"65 anos ou mais";"912559";"396929";"515630";"550095";"219742";"330353";"362464";"177187";"185277"
"23";"Ceará";"Branca";"Total";"1927660";"886589";"1041071";"1712299";"771234";"941065";"215361";"115355";"100006"
"23";"Ceará";"Branca";"15 a 19 anos";"180838";"89161";"91677";"177543";"86994";"90549";"3295";"2167";"1128"
"23";"Ceará";"Branca";"20 a 24 anos";"186513";"92647";"93866";"182839";"90346";"92493";"3674";"2301";"1373"
"23";"Ceará";"Branca";"25 a 34 anos";"358568";"172939";"185629";"347714";"165971";"181743";"10854";"6968";"3886"
"23";"Ceará";"Branca";"35 a 44 anos";"355142";"165636";"189506";"331636";"151095";"180541";"23506";"14541";"8965"
"23";"Ceará";"Branca";"45 a 54 anos";"290860";"131655";"159205";"252301";"108943";"143358";"38559";"22712";"15847"
"23";"Ceará";"Branca";"55 a 64 anos";"246255";"108923";"137332";"201865";"84779";"117086";"44390";"24144";"20246"
"23";"Ceará";"Branca";"65 anos ou mais";"309484";"125628";"183856";"218401";"83106";"135295";"91083";"42522";"48561"
"23";"Ceará";"Preta";"Total";"530862";"284916";"245946";"420213";"219674";"200539";"110649";"65242";"45407"
"23";"Ceará";"Preta";"15 a 19 anos";"36268";"19852";"16416";"35352";"19169";"16183";"916";"683";"233"
"23";"Ceará";"Preta";"20 a 24 anos";"49766";"27339";"22427";"48457";"26360";"22097";"1309";"979";"330"
"23";"Ceará";"Preta";"25 a 34 anos";"102109";"56830";"45279";"97132";"53201";"43931";"4977";"3629";"1348"
"23";"Ceará";"Preta";"35 a 44 anos";"101591";"56501";"45090";"88622";"47729";"40893";"12969";"8772";"4197"
"23";"Ceará";"Preta";"45 a 54 anos";"90774";"49199";"41575";"68065";"34764";"33301";"22709";"14435";"8274"
"23";"Ceará";"Preta";"55 a 64 anos";"74494";"38759";"35735";"47702";"23085";"24617";"26792";"15674";"11118"
"23";"Ceará";"Preta";"65 anos ou mais";"75860";"36436";"39424";"34883";"15366";"19517";"40977";"21070";"19907"
"23";"Ceará";"Amarela";"Total";"9688";"4137";"5551";"8166";"3385";"4781";"1522";"752";"770"
"23";"Ceará";"Amarela";"15 a 19 anos";"749";"346";"403";"738";"340";"398";"11";"6";"5"
"23";"Ceará";"Amarela";"20 a 24 anos";"981";"412";"569";"956";"395";"561";"25";"17";"8"
"23";"Ceará";"Amarela";"25 a 34 anos";"1999";"850";"1149";"1914";"810";"1104";"85";"40";"45"
"23";"Ceará";"Amarela";"35 a 44 anos";"1945";"812";"1133";"1771";"720";"1051";"174";"92";"82"
"23";"Ceará";"Amarela";"45 a 54 anos";"1421";"588";"833";"1127";"431";"696";"294";"157";"137"
"23";"Ceará";"Amarela";"55 a 64 anos";"1197";"498";"699";"832";"324";"508";"365";"174";"191"
"23";"Ceará";"Amarela";"65 anos ou mais";"1396";"631";"765";"828";"365";"463";"568";"266";"302"
"23";"Ceará";"Parda";"Total";"4492850";"2145280";"2347570";"3838472";"1779772";"2058700";"654378";"365508";"288870"
"23";"Ceará";"Parda";"15 a 19 anos";"427742";"219498";"208244";"419206";"213529";"205677";"8536";"5969";"2567"
"23";"Ceará";"Parda";"20 a 24 anos";"460852";"229454";"231398";"450837";"222540";"228297";"10015";"6914";"3101"
"23";"Ceará";"Parda";"25 a 34 anos";"949471";"455578";"493893";"914353";"431614";"482739";"35118";"23964";"11154"
"23";"Ceará";"Parda";"35 a 44 anos";"903266";"431637";"471629";"817149";"378216";"438933";"86117";"53421";"32696"
"23";"Ceará";"Parda";"45 a 54 anos";"696614";"330242";"366372";"559012";"249007";"310005";"137602";"81235";"56367"
"23";"Ceará";"Parda";"55 a 64 anos";"532338";"246146";"286192";"383540";"164680";"218860";"148798";"81466";"67332"
"23";"Ceará";"Parda";"65 anos ou mais";"522567";"232725";"289842";"294375";"120186";"174189";"228192";"112539";"115653"
"23";"Ceará";"Indígena";"Total";"30752";"14940";"15812";"25507";"11974";"13533";"5245";"2966";"2279"
"23";"Ceará";"Indígena";"15 a 19 anos";"3166";"1589";"1577";"3084";"1530";"1554";"82";"59";"23"
"23";"Ceará";"Indígena";"20 a 24 anos";"3494";"1713";"1781";"3381";"1640";"1741";"113";"73";"40"
"23";"Ceará";"Indígena";"25 a 34 anos";"6809";"3321";"3488";"6467";"3079";"3388";"342";"242";"100"
"23";"Ceará";"Indígena";"35 a 44 anos";"6011";"2932";"3079";"5236";"2462";"2774";"775";"470";"305"
"23";"Ceará";"Indígena";"45 a 54 anos";"4579";"2212";"2367";"3463";"1543";"1920";"1116";"669";"447"
"23";"Ceará";"Indígena";"55 a 64 anos";"3519";"1695";"1824";"2329";"1025";"1304";"1190";"670";"520"
"23";"Ceará";"Indígena";"65 anos ou mais";"3174";"1478";"1696";"1547";"695";"852";"1627";"783";"844"
"24";"Rio Grande do Norte";"Total";"Total";"2648071";"1264470";"1383601";"2281148";"1053977";"1227171";"366923";"210493";"156430"
"24";"Rio Grande do Norte";"Total";"15 a 19 anos";"243526";"124463";"119063";"236892";"119691";"117201";"6634";"4772";"1862"
"24";"Rio Grande do Norte";"Total";"20 a 24 anos";"255391";"128569";"126822";"247619";"123025";"124594";"7772";"5544";"2228"
"24";"Rio Grande do Norte";"Total";"25 a 34 anos";"512209";"249558";"262651";"491020";"234818";"256202";"21189";"14740";"6449"
"24";"Rio Grande do Norte";"Total";"35 a 44 anos";"526653";"254158";"272495";"480217";"224083";"256134";"46436";"30075";"16361"
"24";"Rio Grande do Norte";"Total";"45 a 54 anos";"421585";"200649";"220936";"348474";"156258";"192216";"73111";"44391";"28720"
"24";"Rio Grande do Norte";"Total";"55 a 64 anos";"341416";"158183";"183233";"258920";"111473";"147447";"82496";"46710";"35786"
"24";"Rio Grande do Norte";"Total";"65 anos ou mais";"347291";"148890";"198401";"218006";"84629";"133377";"129285";"64261";"65024"
"24";"Rio Grande do Norte";"Branca";"Total";"1018996";"469736";"549260";"907242";"407513";"499729";"111754";"62223";"49531"
"24";"Rio Grande do Norte";"Branca";"15 a 19 anos";"94173";"47359";"46814";"91932";"45789";"46143";"2241";"1570";"671"
"24";"Rio Grande do Norte";"Branca";"20 a 24 anos";"96242";"47860";"48382";"93806";"46221";"47585";"2436";"1639";"797"
"24";"Rio Grande do Norte";"Branca";"25 a 34 anos";"192141";"92225";"99916";"185894";"88005";"97889";"6247";"4220";"2027"
"24";"Rio Grande do Norte";"Branca";"35 a 44 anos";"199486";"93096";"106390";"186500";"84804";"101696";"12986";"8292";"4694"
"24";"Rio Grande do Norte";"Branca";"45 a 54 anos";"157921";"71616";"86305";"137050";"59140";"77910";"20871";"12476";"8395"
"24";"Rio Grande do Norte";"Branca";"55 a 64 anos";"131200";"58400";"72800";"107431";"45017";"62414";"23769";"13383";"10386"
"24";"Rio Grande do Norte";"Branca";"65 anos ou mais";"147833";"59180";"88653";"104629";"38537";"66092";"43204";"20643";"22561"
"24";"Rio Grande do Norte";"Preta";"Total";"267617";"141535";"126082";"214014";"109474";"104540";"53603";"32061";"21542"
"24";"Rio Grande do Norte";"Preta";"15 a 19 anos";"18463";"10006";"8457";"17800";"9523";"8277";"663";"483";"180"
"24";"Rio Grande do Norte";"Preta";"20 a 24 anos";"23422";"12757";"10665";"22482";"12062";"10420";"940";"695";"245"
"24";"Rio Grande do Norte";"Preta";"25 a 34 anos";"49073";"26569";"22504";"46347";"24575";"21772";"2726";"1994";"732"
"24";"Rio Grande do Norte";"Preta";"35 a 44 anos";"53578";"29220";"24358";"46899";"24638";"22261";"6679";"4582";"2097"
"24";"Rio Grande do Norte";"Preta";"45 a 54 anos";"46221";"25081";"21140";"35581";"18257";"17324";"10640";"6824";"3816"
"24";"Rio Grande do Norte";"Preta";"55 a 64 anos";"38514";"19638";"18876";"25795";"12223";"13572";"12719";"7415";"5304"
"24";"Rio Grande do Norte";"Preta";"65 anos ou mais";"38346";"18264";"20082";"19110";"8196";"10914";"19236";"10068";"9168"
"24";"Rio Grande do Norte";"Amarela";"Total";"4538";"1810";"2728";"3890";"1516";"2374";"648";"294";"354"
"24";"Rio Grande do Norte";"Amarela";"15 a 19 anos";"373";"166";"207";"359";"156";"203";"14";"10";"4"
"24";"Rio Grande do Norte";"Amarela";"20 a 24 anos";"447";"170";"277";"430";"160";"270";"17";"10";"7"
"24";"Rio Grande do Norte";"Amarela";"25 a 34 anos";"948";"381";"567";"908";"358";"550";"40";"23";"17"
"24";"Rio Grande do Norte";"Amarela";"35 a 44 anos";"891";"356";"535";"806";"314";"492";"85";"42";"43"
"24";"Rio Grande do Norte";"Amarela";"45 a 54 anos";"681";"253";"428";"556";"199";"357";"125";"54";"71"
"24";"Rio Grande do Norte";"Amarela";"55 a 64 anos";"586";"231";"355";"439";"161";"278";"147";"70";"77"
"24";"Rio Grande do Norte";"Amarela";"65 anos ou mais";"612";"253";"359";"392";"168";"224";"220";"85";"135"
"24";"Rio Grande do Norte";"Parda";"Total";"1349447";"647780";"701667";"1150138";"532768";"617370";"199309";"115012";"84297"
"24";"Rio Grande do Norte";"Parda";"15 a 19 anos";"129778";"66559";"63219";"126120";"63889";"62231";"3658";"2670";"988"
"24";"Rio Grande do Norte";"Parda";"20 a 24 anos";"134443";"67371";"67072";"130143";"64225";"65918";"4300";"3146";"1154"
"24";"Rio Grande do Norte";"Parda";"25 a 34 anos";"268447";"129607";"138840";"256439";"121219";"135220";"12008";"8388";"3620"
"24";"Rio Grande do Norte";"Parda";"35 a 44 anos";"271225";"130739";"140486";"244801";"113738";"131063";"26424";"17001";"9423"
"24";"Rio Grande do Norte";"Parda";"45 a 54 anos";"215640";"103153";"112487";"174512";"78329";"96183";"41128";"24824";"16304"
"24";"Rio Grande do Norte";"Parda";"55 a 64 anos";"170245";"79507";"90738";"124689";"53832";"70857";"45556";"25675";"19881"
"24";"Rio Grande do Norte";"Parda";"65 anos ou mais";"159669";"70844";"88825";"93434";"37536";"55898";"66235";"33308";"32927"
"24";"Rio Grande do Norte";"Indígena";"Total";"7405";"3580";"3825";"5801";"2680";"3121";"1604";"900";"704"
"24";"Rio Grande do Norte";"Indígena";"15 a 19 anos";"732";"370";"362";"674";"331";"343";"58";"39";"19"
"24";"Rio Grande do Norte";"Indígena";"20 a 24 anos";"834";"409";"425";"755";"355";"400";"79";"54";"25"
"24";"Rio Grande do Norte";"Indígena";"25 a 34 anos";"1588";"771";"817";"1420";"656";"764";"168";"115";"53"
"24";"Rio Grande do Norte";"Indígena";"35 a 44 anos";"1458";"739";"719";"1197";"582";"615";"261";"157";"104"
"24";"Rio Grande do Norte";"Indígena";"45 a 54 anos";"1108";"541";"567";"763";"329";"434";"345";"212";"133"
"24";"Rio Grande do Norte";"Indígena";"55 a 64 anos";"860";"402";"458";"556";"236";"320";"304";"166";"138"
"24";"Rio Grande do Norte";"Indígena";"65 anos ou mais";"825";"348";"477";"436";"191";"245";"389";"157";"232"
"25";"Paraíba";"Total";"Total";"3147766";"1496254";"1651512";"2645317";"1216775";"1428542";"502449";"279479";"222970"
"25";"Paraíba";"Total";"15 a 19 anos";"296275";"151543";"144732";"288708";"146019";"142689";"7567";"5524";"2043"
"25";"Paraíba";"Total";"20 a 24 anos";"301247";"151096";"150151";"293143";"145361";"147782";"8104";"5735";"2369"
"25";"Paraíba";"Total";"25 a 34 anos";"592416";"287875";"304541";"567678";"270590";"297088";"24738";"17285";"7453"
"25";"Paraíba";"Total";"35 a 44 anos";"618467";"297447";"321020";"551625";"255280";"296345";"66842";"42167";"24675"
"25";"Paraíba";"Total";"45 a 54 anos";"503205";"238674";"264531";"396448";"174987";"221461";"106757";"63687";"43070"
"25";"Paraíba";"Total";"55 a 64 anos";"397519";"183228";"214291";"286795";"122003";"164792";"110724";"61225";"49499"
"25";"Paraíba";"Total";"65 anos ou mais";"438637";"186391";"252246";"260920";"102535";"158385";"177717";"83856";"93861"
"25";"Paraíba";"Branca";"Total";"1106017";"511736";"594281";"960653";"433089";"527564";"145364";"78647";"66717"
"25";"Paraíba";"Branca";"15 a 19 anos";"103607";"52331";"51276";"101193";"50661";"50532";"2414";"1670";"744"
"25";"Paraíba";"Branca";"20 a 24 anos";"101271";"50597";"50674";"98816";"48952";"49864";"2455";"1645";"810"
"25";"Paraíba";"Branca";"25 a 34 anos";"195030";"94962";"100068";"188164";"90287";"97877";"6866";"4675";"2191"
"25";"Paraíba";"Branca";"35 a 44 anos";"208022";"97685";"110337";"190695";"86849";"103846";"17327";"10836";"6491"
"25";"Paraíba";"Branca";"45 a 54 anos";"174234";"79864";"94370";"145665";"62952";"82713";"28569";"16912";"11657"
"25";"Paraíba";"Branca";"55 a 64 anos";"144428";"64344";"80084";"114420";"47820";"66600";"30008";"16524";"13484"
"25";"Paraíba";"Branca";"65 anos ou mais";"179425";"71953";"107472";"121700";"45568";"76132";"57725";"26385";"31340"
"25";"Paraíba";"Preta";"Total";"277118";"144866";"132252";"214960";"109116";"105844";"62158";"35750";"26408"
"25";"Paraíba";"Preta";"15 a 19 anos";"20694";"11258";"9436";"20024";"10735";"9289";"670";"523";"147"
"25";"Paraíba";"Preta";"20 a 24 anos";"24980";"13597";"11383";"24095";"12939";"11156";"885";"658";"227"
"25";"Paraíba";"Preta";"25 a 34 anos";"49861";"27121";"22740";"47066";"25034";"22032";"2795";"2087";"708"
"25";"Paraíba";"Preta";"35 a 44 anos";"54753";"29504";"25249";"46873";"24326";"22547";"7880";"5178";"2702"
"25";"Paraíba";"Preta";"45 a 54 anos";"48139";"25579";"22560";"34749";"17197";"17552";"13390";"8382";"5008"
"25";"Paraíba";"Preta";"55 a 64 anos";"38040";"19079";"18961";"23605";"10927";"12678";"14435";"8152";"6283"
"25";"Paraíba";"Preta";"65 anos ou mais";"40651";"18728";"21923";"18548";"7958";"10590";"22103";"10770";"11333"
"25";"Paraíba";"Amarela";"Total";"4115";"1714";"2401";"3583";"1446";"2137";"532";"268";"264"
"25";"Paraíba";"Amarela";"15 a 19 anos";"325";"135";"190";"318";"131";"187";"7";"4";"3"
"25";"Paraíba";"Amarela";"20 a 24 anos";"459";"197";"262";"447";"190";"257";"12";"7";"5"
"25";"Paraíba";"Amarela";"25 a 34 anos";"870";"336";"534";"854";"327";"527";"16";"9";"7"
"25";"Paraíba";"Amarela";"35 a 44 anos";"878";"360";"518";"800";"317";"483";"78";"43";"35"
"25";"Paraíba";"Amarela";"45 a 54 anos";"618";"263";"355";"504";"196";"308";"114";"67";"47"
"25";"Paraíba";"Amarela";"55 a 64 anos";"439";"193";"246";"332";"141";"191";"107";"52";"55"
"25";"Paraíba";"Amarela";"65 anos ou mais";"526";"230";"296";"328";"144";"184";"198";"86";"112"
"25";"Paraíba";"Parda";"Total";"1741725";"828837";"912888";"1450832";"665919";"784913";"290893";"162918";"127975"
"25";"Paraíba";"Parda";"15 a 19 anos";"169365";"86648";"82717";"164993";"83390";"81603";"4372";"3258";"1114"
"25";"Paraíba";"Parda";"20 a 24 anos";"172421";"85661";"86760";"167767";"82298";"85469";"4654";"3363";"1291"
"25";"Paraíba";"Parda";"25 a 34 anos";"342757";"163586";"179171";"327939";"153221";"174718";"14818";"10365";"4453"
"25";"Paraíba";"Parda";"35 a 44 anos";"351075";"168071";"183004";"310093";"142308";"167785";"40982";"25763";"15219"
"25";"Paraíba";"Parda";"45 a 54 anos";"277386";"131586";"145800";"213461";"93696";"119765";"63925";"37890";"26035"
"25";"Paraíba";"Parda";"55 a 64 anos";"212580";"98635";"113945";"147149";"62551";"84598";"65431";"36084";"29347"
"25";"Paraíba";"Parda";"65 anos ou mais";"216141";"94650";"121491";"119430";"48455";"70975";"96711";"46195";"50516"
"25";"Paraíba";"Indígena";"Total";"18734";"9071";"9663";"15243";"7180";"8063";"3491";"1891";"1600"
"25";"Paraíba";"Indígena";"15 a 19 anos";"2277";"1166";"1111";"2173";"1097";"1076";"104";"69";"35"
"25";"Paraíba";"Indígena";"20 a 24 anos";"2112";"1042";"1070";"2014";"980";"1034";"98";"62";"36"
"25";"Paraíba";"Indígena";"25 a 34 anos";"3887";"1865";"2022";"3645";"1717";"1928";"242";"148";"94"
"25";"Paraíba";"Indígena";"35 a 44 anos";"3729";"1822";"1907";"3154";"1475";"1679";"575";"347";"228"
"25";"Paraíba";"Indígena";"45 a 54 anos";"2822";"1378";"1444";"2065";"943";"1122";"757";"435";"322"
"25";"Paraíba";"Indígena";"55 a 64 anos";"2022";"971";"1051";"1284";"561";"723";"738";"410";"328"
"25";"Paraíba";"Indígena";"65 anos ou mais";"1885";"827";"1058";"908";"407";"501";"977";"420";"557"
"26";"Pernambuco";"Total";"Total";"7164252";"3355616";"3808636";"6203293";"2857604";"3345689";"960959";"498012";"462947"
"26";"Pernambuco";"Total";"15 a 19 anos";"685570";"348046";"337524";"669083";"336184";"332899";"16487";"11862";"4625"
